,Site_1,Site_2,Site_3,Site_4,Site_5,Site_6,Site_7,Site_8,Site_9,Site_10,Site_11,Site_12,Site_13,Site_14,Site_15,Site_16,Site_17,Site_18,Site_19,Site_20,Site_21,Site_22,Site_23,Site_24,Site_25,Site_26,Site_27,Site_28,Site_29,Site_30,Site_31,Site_32,Site_33,Site_34,Site_35,Site_36,Site_37,Site_38,Site_39,Site_40,Site_41,Site_42,Site_43,Site_44,Site_45,Site_46,Site_47,Site_48
2018-03-04,1154.85,883.5999999999997,851.9200000000003,1113.89,887.8999999999999,5715.0999999999985,935.4,1116.8000000000004,893.6999999999997,853.9,957.54,945.0,1082.9999999999998,920.0,914.2,529.2,450.69999999999993,887.4000000000003,581.5999999999998,456.1,976.1,929.2000000000003,950.7999999999997,995.6999999999997,929.68,864.8000000000002,76310.0,304420.0,13144.3,1481.2000000000005,4603.699999999999,3263.9999999999986,2961.3999999999987,3413.600000000001,546.2399999999999,308.26,20.820000000000007,2510.0999999999995,328.99,81925.5,77227.5,172.0,353.7999999999999,2032.7800000000007,2179.6900000000005,2042.78,708.2499999999997,287.25000000000006
2018-03-05,1178.3299999999995,1058.2999999999997,1015.8200000000003,1285.1299999999997,999.2999999999997,7052.2,1125.1,1300.1,1126.8,1032.2,1108.67,1113.4,1136.2,1075.8,1048.8000000000004,613.5,589.2,1070.6999999999996,668.8000000000002,540.3000000000002,1192.2000000000005,1133.5000000000007,1099.7,1041.7,930.05,1113.0,92330.0,285360.0,18012.999999999996,7480.399999999998,8373.1,5599.900000000002,7245.9000000000015,5683.5999999999985,1755.81,1153.86,1329.2300000000012,6944.899999999999,1459.74,84756.0,75176.25,434.0,1445.49,2953.05,2315.7700000000004,2611.6800000000007,2563.42,276.87999999999994
2018-03-06,1214.82,1066.8000000000004,1031.49,1302.6600000000005,1046.0999999999997,6938.0,1158.7,1325.6999999999996,1112.7,1045.1,1134.4800000000002,1164.7,1174.9,1088.4,1126.0000000000002,605.3000000000002,613.3,1095.7,678.1000000000001,571.7999999999997,1191.8000000000004,1180.3000000000004,1175.5,1097.8000000000004,1008.3899999999996,1141.9,118140.0,273530.0,18521.8,7424.0999999999985,8781.6,5621.199999999999,7992.700000000003,5973.999999999997,2377.110000000001,1085.38,1275.109999999999,7737.0999999999985,1573.9100000000005,83683.5,56990.25,458.0,1432.2300000000002,2893.0199999999995,2308.119999999999,2641.689999999999,2725.640000000001,1360.72
2018-03-07,1207.35,1184.9,1104.0900000000004,1387.5500000000004,1212.0000000000005,8063.999999999997,1274.0,1467.1,1196.9000000000005,1176.9,1303.0299999999995,1312.2000000000005,1287.1999999999996,1195.2999999999995,1357.1999999999996,766.0000000000001,692.7999999999997,1058.5,795.2,639.8000000000002,1329.1999999999996,1324.7,1266.4,1087.0,1060.9100000000003,1216.9,119200.0,253840.0,18188.8,7851.4000000000015,9160.999999999998,5976.0,8026.6,5859.1,2293.370000000001,1311.4999999999998,530.0200000000002,8145.799999999997,1604.9599999999994,84141.0,72767.25,471.0,1387.6800000000005,2762.119999999999,2325.93,2656.01,2820.77,1119.01
2018-03-08,1354.2900000000004,1200.4000000000005,1166.3399999999995,1471.93,1281.5,8289.1,1333.4000000000005,1531.2000000000005,1307.9000000000005,1215.6,1394.41,1349.9999999999995,1308.5000000000002,1239.6999999999996,1367.6,788.6000000000003,771.8,1229.9,884.5999999999998,761.7000000000003,1406.2999999999995,1379.9,1321.8,1153.6,1063.06,1255.6,122850.0,260780.0,18045.3,7556.299999999998,9329.6,5921.300000000001,8858.899999999998,5938.0999999999985,2402.820000000001,1272.5799999999995,1279.9600000000012,7845.500000000003,1356.16,82381.5,67317.0,491.0,1432.2700000000002,2861.0199999999995,2315.58,2689.6700000000005,2950.31,1372.8000000000004
2018-03-09,1364.31,1213.4999999999995,1173.4200000000005,1491.5299999999993,1308.0999999999995,8494.4,1342.3000000000004,1533.9,1284.0000000000002,1269.3,1395.09,1371.2,1370.0,1204.1000000000004,1380.2,839.1000000000001,774.8000000000002,1290.6000000000004,886.0999999999997,670.7999999999997,1432.6,1390.1,1362.5999999999995,1192.2999999999995,1119.9199999999996,1324.5000000000002,108570.0,242000.0,16882.9,7613.600000000001,7537.1,5517.800000000001,7476.7,5571.600000000001,2440.2599999999993,1288.7599999999998,904.9099999999997,7550.300000000001,1326.8100000000004,82527.0,72009.75,503.0,1477.62,2809.7200000000007,2348.11,2628.26,2922.860000000001,1241.0500000000004
2018-03-10,1383.9,1135.7999999999995,1081.53,1418.9499999999994,1260.5999999999995,8032.9000000000015,1253.2999999999995,1429.5,1177.5,1180.5,1308.4399999999996,1244.0999999999995,1327.1,1123.8999999999996,1256.9999999999998,741.9999999999999,661.5,1153.1000000000004,854.9,546.4000000000002,1390.2,1288.4000000000005,1300.6999999999996,1199.3000000000004,1080.2,1183.9,82520.0,242180.0,12378.8,3033.500000000002,4346.2,3045.9,3834.2,1725.3000000000004,911.37,572.8999999999997,19.87,3019.6000000000013,177.24999999999997,82165.5,71395.5,200.0,554.15,1789.7000000000005,2152.9700000000007,2079.75,1328.4599999999996,417.17000000000013
2018-03-11,1209.13,923.8,954.4100000000003,1256.8700000000003,1034.1999999999996,5993.500000000001,1096.1,1239.0999999999995,966.9999999999997,978.2999999999997,1093.1999999999996,1109.4000000000003,1272.8000000000004,1015.1,1070.4,489.5,504.99999999999983,965.9999999999997,666.5999999999998,367.8,1112.6,1051.2,1030.3,1009.2,1036.97,1018.0,68400.0,276840.0,13116.3,2024.5,4483.8,3390.3999999999987,4182.3,3315.9000000000005,864.6700000000003,314.06,19.77,2656.5000000000005,259.59,83701.5,73185.0,175.0,286.8,1929.09,2151.07,2079.2900000000004,715.63,355.53
2018-03-12,1191.82,631.4000000000002,711.3099999999997,919.4,621.0,6356.7,704.5000000000003,851.7000000000003,691.9999999999997,710.4999999999997,808.2199999999998,793.8,1333.6999999999996,662.1999999999998,685.9000000000002,355.1999999999999,370.0,645.5999999999998,418.00000000000017,321.99999999999994,723.6,679.8,613.5,1020.0000000000003,959.68,635.0999999999998,85700.0,279740.0,18357.1,7642.099999999998,8557.200000000003,6080.5999999999985,7612.399999999998,5912.5,1142.88,322.32000000000005,1289.9100000000012,7924.200000000003,1410.7900000000006,81894.0,71103.75,179.0,1425.9399999999994,2938.73,2300.000000000001,2429.95,714.0300000000003,1363.0100000000002
2018-03-13,1219.8,1095.1999999999996,1066.3000000000004,1311.4599999999996,1071.5,7515.0,1164.5999999999995,1352.9000000000005,1189.5000000000005,1053.1,1142.62,1159.6,1184.7,1083.9,1162.4,617.9999999999999,639.3000000000002,1144.9,719.5000000000001,592.0999999999998,1281.2000000000005,1213.7000000000005,1125.9999999999998,1099.1,989.4500000000003,1190.0,102930.0,268700.0,17480.899999999998,7958.799999999997,8678.5,5968.0999999999985,7670.499999999999,6122.0999999999985,2287.880000000001,1111.41,1336.6800000000005,8180.700000000003,1399.6899999999996,53914.5,73604.25,448.0,1362.7599999999998,2868.31,2341.47,2668.019999999999,2733.0299999999993,1172.1900000000005
2018-03-14,1240.0100000000002,1092.9,1037.63,1301.6899999999996,1078.7000000000003,7222.3,1092.4,1181.7,1131.1,1055.0999999999997,1153.11,1230.0999999999995,1270.0000000000002,1077.5,1118.6999999999996,617.1999999999998,601.5999999999998,1108.3000000000004,722.6,577.5000000000001,1126.6999999999996,1179.5000000000002,1121.4,1073.9,969.15,1150.4999999999998,122720.0,296780.0,17416.800000000007,8035.499999999999,9085.600000000002,5086.5,7573.000000000001,5992.5999999999985,2286.01,1167.2700000000004,1324.4100000000005,8346.199999999999,1413.53,75144.0,68921.25,448.0,1479.9399999999996,2990.0199999999995,2360.870000000001,2729.86,2669.3199999999993,1282.3299999999995
2018-03-15,1244.7299999999996,1075.6,1058.0600000000004,1350.9,1114.0000000000002,7111.800000000001,1179.1999999999996,1383.0000000000002,1209.3000000000004,1065.0000000000002,1163.1100000000004,1183.4999999999998,1155.2,1119.7,1141.2,739.9,726.8999999999999,1147.1,841.8,704.6999999999998,1252.6,1206.7999999999995,1184.3000000000004,1100.7,970.89,1182.4999999999998,123850.0,322100.0,17972.300000000007,7800.499999999997,9535.9,5660.199999999999,7813.200000000002,6088.300000000001,2250.8600000000006,1175.7899999999995,1318.5799999999995,8217.6,1621.9499999999996,80299.5,70206.75,475.0,1556.92,3152.400000000001,2414.22,2708.07,2864.6699999999987,1217.8900000000006
2018-03-16,1226.23,1113.0,1051.69,1328.8200000000004,1070.1,7660.900000000002,1157.0,1342.2999999999995,1160.3999999999996,1061.9,1129.85,1156.1,1191.1,1303.2,1130.4,1012.5,978.7,1095.6999999999996,1077.5000000000002,1019.4999999999997,1197.0,1155.2000000000005,1142.0000000000002,1121.5999999999997,1014.49,1156.6999999999996,109220.0,262510.0,17657.700000000004,7750.000000000001,9220.2,5593.700000000002,8495.3,5969.9,2302.7499999999995,1138.8200000000004,941.38,7501.4000000000015,1189.98,79210.5,74010.0,445.0,1441.09,2925.34,2387.49,2833.58,2819.26,1133.5199999999995
2018-03-17,1264.96,1083.7,979.63,1309.13,1049.2,7476.700000000002,1103.4000000000003,1285.8999999999996,1044.0,979.1000000000003,1068.1,1092.6,1238.6999999999996,1123.5,1044.3000000000004,1044.5,1002.7999999999997,1015.2999999999997,1058.1,925.8,1164.5000000000002,1124.7000000000003,1141.6999999999996,1120.8000000000004,1042.7,1040.2,91900.0,262780.0,13021.2,2635.099999999999,2763.9,2839.1999999999994,6493.700000000002,1947.6,1270.6799999999996,538.3199999999998,19.48000000000001,2719.0999999999995,391.30000000000007,79648.5,72399.0,206.0,705.0999999999997,1879.2,2276.47,2213.0,1553.5099999999998,370.60000000000014
2018-03-18,1125.68,882.4000000000003,852.0099999999996,1088.9299999999996,829.8,6092.599999999998,891.5000000000001,1091.1999999999996,892.4000000000002,829.4,915.0699999999997,916.8,1079.7,912.6,886.0000000000001,408.6,390.69999999999993,840.1000000000001,459.90000000000015,328.3,1015.4000000000003,900.6000000000001,885.7,988.3,951.62,860.0999999999998,69400.0,265270.0,13251.4,2135.3,4557.999999999999,3216.7999999999993,5249.1,2994.4,1189.2700000000002,323.22000000000014,19.550000000000004,2942.6,333.32999999999987,82243.5,72471.75,179.0,324.72,2071.5599999999995,2300.6199999999994,2201.7,730.8599999999999,265.63
2018-03-19,1228.1599999999996,1075.9,1067.7400000000002,1315.4499999999996,1041.4,7370.0,1182.3000000000004,1309.9000000000005,1146.6,1046.4999999999998,1136.2500000000002,1118.0000000000002,1160.4,1086.1,1099.9,771.2999999999997,826.2000000000003,1082.9,1025.6,898.0000000000001,1224.8000000000004,1163.0000000000002,1147.5,1117.8,1015.5299999999997,1156.2,88140.0,117710.0,18617.1,7680.2,11064.9,5227.199999999999,7100.5999999999985,5876.299999999998,2289.21,1177.4300000000005,1250.7099999999996,7967.100000000002,1250.8099999999995,83182.5,71133.0,407.0,1584.5599999999995,3268.2500000000005,2384.7700000000004,2863.2000000000007,2737.080000000001,1289.8300000000004
2018-03-20,1203.29,1034.6,1037.16,1286.8800000000006,1019.6,7118.799999999997,1155.4,1281.3,1136.1,998.6000000000003,1105.5000000000002,1132.1999999999996,1179.6,1071.2,1147.9,672.5,667.2000000000003,1057.6,814.0,697.4,1197.1000000000004,1279.1,1215.8,1126.6000000000004,1020.89,1158.8000000000004,111200.0,114250.0,18329.5,8211.6,11558.7,6183.200000000003,6847.0,6097.3,2331.15,1339.9299999999996,1365.5000000000011,8493.6,1405.5300000000002,86346.0,58891.5,428.0,1517.1,3005.63,2368.36,2840.39,3059.390000000001,1281.1499999999996
2018-03-21,1218.9399999999996,1036.6,994.7899999999997,1249.2,1016.4000000000003,7159.5999999999985,1134.7000000000005,1277.6000000000004,1077.9,1038.0,1075.21,1152.9,1163.6,1025.6,1108.8,595.1999999999998,582.5,947.0,705.4000000000002,809.6000000000001,1163.6,1107.6,1172.4000000000005,1062.7000000000003,947.76,1104.1,84260.0,157260.0,17997.300000000007,8202.6,11812.599999999995,5825.700000000003,6402.8,5928.2,2294.0400000000004,1221.0399999999995,1310.4900000000007,8431.899999999998,1354.62,86338.5,70190.25,453.0,1300.2999999999995,2840.3199999999993,2305.42,2765.06,2997.51,1457.12
2018-03-22,1321.9800000000005,1149.7,1077.7799999999997,1365.7600000000002,1185.7999999999995,7665.9,1228.7000000000005,1411.9000000000005,1214.8000000000004,1073.5,1232.7200000000005,1242.5,1301.9000000000005,1126.4,1204.8,727.9,733.4999999999999,1116.1,885.1,805.6999999999998,1282.8000000000004,1201.5,1279.9,1179.2000000000005,1052.6199999999997,1175.2,103550.0,272140.0,17529.200000000008,8290.699999999999,12602.499999999998,5946.0999999999985,6521.999999999999,5473.4000000000015,2373.7699999999995,1166.3100000000004,1303.9400000000005,8110.199999999999,1511.9500000000005,86368.5,69639.0,483.0,1235.0800000000004,2843.2900000000004,2275.74,2711.1600000000008,3096.55,1199.2099999999996
2018-03-23,1330.97,1209.3000000000004,1130.22,1456.5700000000004,1237.7,8220.8,1270.0,1446.7000000000005,1243.9,1202.9,1338.2199999999996,1288.7,1342.1,1187.1999999999996,1334.8999999999996,841.8,776.3000000000002,1236.5,920.6,700.7000000000003,1313.8,1254.3000000000004,1270.8,1190.6,1125.32,1253.7000000000005,110020.0,302800.0,16973.800000000007,7590.1,9245.9,3787.900000000001,7481.9000000000015,5334.3,2364.9700000000007,1189.8399999999995,933.58,7519.9,1621.9700000000007,84780.0,72729.75,503.0,1328.99,2815.090000000001,2290.340000000001,2731.880000000001,2970.5800000000013,1254.8300000000004
2018-03-24,1348.8100000000004,1149.4999999999998,1044.04,1394.64,1146.6000000000004,7917.2,1156.0,1382.4999999999993,1118.5000000000002,1061.2,1196.91,1184.2,1307.8000000000004,1103.4,1187.0,836.4000000000002,687.6,1080.9,835.6,636.5000000000001,1252.8999999999996,1169.3000000000004,1217.9000000000005,1168.0,1083.7600000000002,1087.7999999999997,84230.0,291480.0,11524.699999999995,2548.1,3912.200000000001,3249.0000000000005,3465.200000000001,1662.0000000000007,1071.6,630.7599999999999,19.25,2833.0000000000005,565.3899999999999,85314.0,68620.5,228.0,556.23,1736.4999999999998,2134.5200000000004,2468.75,1536.7800000000002,384.93
2018-03-25,1164.4999999999998,871.0999999999998,867.4399999999997,1128.91,882.9999999999997,5886.5,869.8999999999999,1015.3,911.9,831.1,946.74,958.2999999999997,1103.1,904.9,967.9000000000003,615.7,547.5,866.4999999999999,646.5999999999998,581.4,931.5,937.1,947.1,998.2999999999997,948.25,906.9000000000003,65680.0,280040.0,11870.4,2042.8,4530.5,3070.600000000001,3490.6000000000013,3157.2000000000007,744.9399999999997,325.0900000000001,19.220000000000006,2881.5000000000005,314.0800000000001,84390.0,69084.75,188.0,321.93999999999994,2036.75,2159.67,2264.03,810.9699999999997,429.67
2018-03-26,1148.51,1052.1,998.9499999999997,1156.16,970.0,7105.5999999999985,1022.3,1075.0999999999997,1082.5,1041.4,1099.2700000000002,1113.1,1145.6999999999996,1047.1,1084.2,744.1000000000001,709.6,1002.5000000000003,843.7000000000003,704.9999999999999,1085.0000000000002,1092.6,1074.8,1041.6999999999996,983.11,1121.4000000000003,87220.0,256000.0,17323.100000000002,8002.499999999999,10871.499999999998,5293.500000000001,8299.6,5566.600000000001,2112.64,1266.58,1379.0000000000011,7661.5999999999985,1588.9500000000005,76417.5,68286.75,411.0,1351.4600000000005,2971.13,2297.7900000000004,2885.55,2623.6600000000008,1159.4100000000005
2018-03-27,1203.9799999999998,1115.8,1047.5,1271.7900000000004,1052.1,7276.799999999997,969.7000000000003,765.9000000000002,1108.6,1051.8,1133.1000000000004,1170.6,1145.4999999999998,1063.2,1136.5000000000005,761.9999999999999,674.5999999999998,1046.6,785.8999999999999,632.7999999999997,1138.1,1170.6,791.6000000000001,893.1999999999997,1012.66,1187.9000000000005,111280.0,235980.0,17858.000000000004,7466.999999999999,10508.2,6160.0,7804.4,5911.499999999999,2234.0100000000007,1018.81,1299.2600000000011,8060.199999999999,1600.79,50646.0,70843.5,459.0,1346.0699999999995,2842.260000000001,2306.1199999999994,2858.04,2881.100000000001,1155.2800000000002
2018-03-28,1299.3099999999995,1096.2,1065.4599999999996,1352.2300000000002,1127.9999999999998,7619.700000000002,924.2999999999997,1252.7,1149.4000000000005,1080.9999999999998,1161.39,1041.9999999999998,1230.8999999999996,1101.8,1208.1999999999996,768.7000000000003,788.3000000000003,1101.8000000000004,903.8000000000003,698.6,1152.4,1210.8000000000004,896.1000000000003,756.9,1035.04,1191.4000000000005,114620.0,262060.0,16835.5,8013.6,10362.100000000002,5208.100000000001,8245.0,5649.100000000002,2398.76,1347.58,1238.940000000001,8022.5999999999985,1137.4599999999996,79186.5,66186.75,476.0,1386.8499999999995,2917.2700000000004,2335.0000000000005,2806.5400000000004,3084.100000000001,1179.77
2018-03-29,1302.0499999999995,1125.6,1094.7899999999997,1383.6099999999994,1099.5,7227.4000000000015,1021.7,1478.6000000000006,1232.3000000000004,1085.5000000000002,1183.45,1198.5000000000002,1222.6,1126.4,1209.9,801.1999999999997,696.9999999999999,1154.8000000000004,806.4,616.0999999999998,1291.9000000000005,1201.9,826.0,664.5,998.15,1221.3999999999996,124500.0,282340.0,15887.6,7205.300000000001,9763.800000000003,5652.700000000002,8176.400000000002,5345.0,2094.94,1296.8700000000003,1174.0000000000007,6623.1,1622.4200000000005,85290.0,70434.0,446.0,1429.7699999999998,2937.9500000000007,2369.23,2746.88,2927.660000000001,1201.2099999999996
2018-03-30,728.14,644.4000000000002,649.3900000000001,900.2999999999997,607.4999999999998,5006.9,485.0,922.1,680.5000000000002,611.7,737.6300000000001,752.0000000000003,754.0,672.9999999999999,639.6,417.0,380.3000000000001,621.6999999999998,416.0,342.7,678.6,650.5,395.5,318.9000000000001,497.5699999999997,638.7,79410.0,275500.0,2546.7999999999993,767.3,1565.6000000000006,411.00000000000006,1656.0999999999995,994.7999999999997,780.4399999999997,810.1999999999998,162.20999999999995,923.1999999999997,205.9,84541.5,70845.0,219.0,670.7900000000002,2114.09,2163.749999999999,2513.11,794.09,483.32999999999987
2018-03-31,1185.8600000000004,1012.9,949.47,1221.4399999999996,980.5999999999997,6671.199999999999,801.5999999999997,1223.1999999999996,1001.4,953.2,1046.7099999999996,1076.0999999999997,1150.4,981.8999999999997,1033.8,586.1999999999998,545.0999999999998,983.3000000000003,646.3000000000002,467.4,1136.0,1045.4,684.1999999999998,556.9000000000002,945.7600000000003,1043.5,60430.0,291980.0,1929.6,819.9999999999997,628.1999999999998,385.1,80.0,960.1,813.4699999999998,797.6199999999999,19.07,832.8,203.65,83940.0,70917.75,169.0,491.45,1770.6999999999996,2133.7700000000004,2228.5600000000004,695.5100000000003,436.13000000000005
2018-04-01,1021.17,615.1,631.3300000000003,826.2300000000004,574.0,5056.9000000000015,451.40000000000015,755.7999999999997,641.3999999999999,616.4,674.8199999999998,706.3000000000002,946.1,609.9000000000002,639.0999999999998,354.5,345.4000000000001,578.1000000000001,369.10000000000014,304.1,616.5,605.3000000000002,434.70000000000016,434.5,770.8800000000001,567.3000000000002,57110.0,299150.0,2208.4000000000005,759.0999999999997,652.8000000000002,361.90000000000015,81.59999999999997,877.1999999999997,1072.9199999999996,788.3099999999997,19.129999999999995,831.6000000000001,245.59000000000003,82941.0,68990.25,169.0,287.31,1926.37,2145.09,2172.22,716.28,431.85
2018-04-02,1183.34,614.4000000000002,668.74,861.8400000000001,581.8,5776.0999999999985,487.29999999999984,893.4000000000003,673.2,623.6000000000003,688.45,752.1,1157.6,625.7,678.7000000000003,363.3,393.50000000000006,617.8,411.7000000000001,337.7999999999999,665.3000000000002,651.0999999999998,384.0,755.9999999999999,932.1699999999997,637.9999999999999,60820.0,180340.0,2661.800000000001,1249.7999999999995,788.5999999999998,387.1,166.00000000000003,958.3,1285.94,838.2,169.20000000000005,1655.1000000000006,289.7,84819.0,67902.0,171.0,600.04,2350.580000000001,2168.03,2474.399999999999,701.8300000000003,460.69000000000017
2018-04-03,1228.6699999999996,1054.3999999999996,1052.29,1322.1899999999996,1052.7,7279.800000000002,951.9,1334.7999999999995,1161.3000000000004,1039.6,1137.69,1192.1,1121.9,1054.0000000000002,1143.0000000000002,681.8000000000002,672.5,1092.9,768.3,622.4,1201.2999999999995,1183.3,763.6000000000001,740.9000000000002,966.9200000000003,1203.3999999999996,98070.0,202470.0,15052.300000000005,7756.299999999998,9794.000000000002,5476.399999999998,7024.4000000000015,5013.6,1920.54,1471.95,1315.7100000000005,8078.599999999998,986.92,84045.0,58851.75,404.0,1308.0000000000002,3125.4400000000005,2300.0000000000005,2780.59,2672.640000000001,1156.2800000000002
2018-04-04,1212.6,1112.2,1019.8699999999997,1264.77,1049.7,7326.1,968.4,1388.1,1118.4,1032.4,1116.2899999999997,1167.6,1172.3000000000004,1053.6,1125.3000000000004,729.5,655.9999999999999,1079.9999999999998,781.3,597.1,1193.8,1145.8000000000004,753.8,662.4,968.59,1139.8000000000004,122470.0,285810.0,18656.8,8085.5,10564.6,5303.499999999999,9424.5,6161.4000000000015,1903.6,1362.7999999999995,1315.2400000000007,8197.100000000002,1152.7300000000005,83958.0,73005.0,474.0,1418.3999999999994,3060.87,2381.25,2758.8,2790.0200000000013,1206.47
2018-04-05,1250.4,1102.2999999999997,1045.1899999999996,1217.5199999999998,1081.8999999999996,7244.2,956.6,895.1999999999998,1180.1000000000004,1063.0000000000002,1162.9699999999998,1193.6,1186.8,1093.6,1146.1,704.8000000000002,681.7,1058.6000000000004,807.9999999999999,624.9999999999999,1257.5,1194.9,788.0999999999997,785.0999999999997,995.8100000000003,1143.1999999999996,126780.0,271790.0,18217.9,7936.799999999997,9657.200000000004,7053.5,9072.3,5939.5999999999985,1992.05,1337.5100000000002,1242.6300000000008,8024.2,976.18,83989.5,68856.75,475.0,1477.7600000000002,3130.8099999999995,2387.870000000001,2797.07,2791.48,1192.0400000000004
2018-04-06,1205.64,1119.7,1022.7800000000003,1159.3200000000004,1058.3,7679.699999999998,1007.6,892.2999999999997,1155.7,1101.8000000000004,1118.1999999999996,1191.0,1158.0999999999995,1079.0000000000002,1137.2999999999995,734.0,673.4,1123.5,807.3999999999999,609.9,1225.1999999999996,1193.4,765.1,632.7999999999997,981.1999999999997,1190.7000000000005,109920.0,294710.0,18127.599999999995,7496.499999999997,9763.799999999996,4441.0999999999985,8621.099999999999,5876.299999999998,2000.1,1247.84,854.8399999999998,7570.5999999999985,982.87,83398.5,71795.25,470.0,1479.5700000000006,2999.55,2385.920000000001,2793.6,2779.4400000000005,1284.22
2018-04-07,1239.5199999999998,1031.6,964.4,1222.9700000000005,1021.3,7088.4000000000015,891.1,896.5000000000001,1029.6999999999996,1175.2000000000005,1064.2,1102.6999999999996,1137.2,1021.6,1066.7,683.2,644.5999999999998,998.8000000000003,720.7000000000003,493.2,1183.1,1095.7999999999997,710.5,579.7999999999997,963.71,1056.8000000000004,90740.0,299420.0,12270.2,2119.2000000000007,4275.0999999999985,2762.700000000001,3379.600000000001,1876.6000000000006,626.46,516.3599999999999,23.930000000000003,2198.0999999999995,455.98000000000013,84355.5,72116.25,251.0,614.9399999999998,1813.44,2196.6800000000007,2259.49,1375.77,269.25000000000006
2018-04-08,1229.5999999999995,935.1,887.5199999999996,1121.5899999999997,906.2,6322.399999999999,901.1,804.2,978.1000000000003,937.3,1015.5,1026.5,1162.6,953.1,971.3,539.4000000000002,537.6,939.6999999999997,644.8000000000002,412.70000000000016,1050.5999999999997,953.6,597.4999999999999,568.5,964.34,898.6000000000003,74530.0,246950.0,13070.299999999996,1181.6000000000004,3590.6,3113.4,2868.8,3007.4,548.3699999999999,352.67,23.57,1746.3,205.11,82210.5,72630.75,180.0,308.06000000000006,2082.69,2181.4500000000007,2140.5400000000004,773.4799999999997,267.50999999999993
2018-04-09,1386.6,1212.4,1143.65,1467.1900000000005,1220.6,7959.3,1145.9000000000005,1104.0,1250.0000000000002,1251.8999999999996,1341.86,1202.7000000000005,1317.3,1142.9,1294.7999999999995,850.4000000000002,803.6999999999998,1226.8,952.2,678.8999999999997,1345.6,1324.3000000000004,877.8000000000003,827.7,1046.4199999999996,1208.5000000000002,98440.0,91860.0,17502.0,7158.700000000002,10487.8,6195.0,8815.4,5738.1,1891.2400000000007,1245.47,1112.5500000000004,7599.300000000002,933.95,84526.5,73893.75,421.0,1428.39,3079.4099999999994,2330.58,2752.7599999999993,2614.74,1032.11
2018-04-10,1420.2299999999998,1238.2000000000005,1147.1999999999996,1467.1,1249.8000000000004,8074.399999999999,1152.6,1113.8000000000004,1301.5000000000002,1213.1999999999996,1442.8300000000004,1356.5000000000005,1371.0000000000005,1163.6,1360.3999999999996,900.7,841.9,1275.1,980.3000000000003,691.9000000000002,1387.0,1335.7999999999995,906.5999999999997,739.9000000000002,1063.5299999999997,1257.3000000000004,121120.0,15400.0,18310.5,7821.899999999999,10725.999999999998,6142.699999999998,8821.2,6031.499999999997,2091.580000000001,1231.2799999999995,1161.4500000000007,8314.900000000001,1208.69,57162.0,73075.5,508.0,1399.0800000000006,2870.36,2362.2599999999993,3067.15,2958.140000000001,1002.9899999999997
2018-04-11,1405.9499999999996,1210.4999999999998,1195.1599999999996,1568.0399999999993,1300.0999999999995,8168.299999999997,1150.5999999999995,1235.2,1286.5,1281.5,1473.61,1334.6,1402.1,1170.6,1383.6,884.9000000000002,894.0000000000003,1233.6000000000004,1030.5,768.7000000000003,1429.9,1363.1,942.0,661.7,1108.2500000000002,1214.3999999999996,124970.0,6840.0,18515.9,7969.600000000001,10825.499999999998,5964.4000000000015,8597.800000000001,5958.199999999998,1922.3900000000006,1449.2699999999998,1117.1999999999994,8137.1,1157.9999999999998,77721.0,72816.75,476.0,1435.8,3000.6500000000005,2405.41,2920.02,2940.529999999999,893.3400000000003
2018-04-12,1308.24,1113.2999999999997,1083.09,1399.6599999999994,1104.7999999999997,7806.7,1086.6,1054.1,1202.1,1074.4000000000003,1355.0099999999998,1143.6,1264.9,1105.5000000000002,1196.0000000000002,799.2,812.7000000000003,1136.4,957.8999999999997,677.0000000000001,1321.5,1205.7000000000005,951.5999999999997,754.8000000000002,999.69,1165.3,127390.0,34490.0,17261.3,7450.799999999998,10648.8,5514.4000000000015,8475.699999999999,5874.600000000002,2036.47,1514.16,973.2600000000003,8129.300000000002,1114.9900000000002,81367.5,72096.0,489.0,1454.8700000000006,3092.6,2416.07,3071.7500000000005,2916.75,984.65
2018-04-13,1231.86,1080.8000000000004,1015.7899999999997,1312.7600000000004,1026.6,7201.9000000000015,1070.3000000000004,998.5,1134.9,1062.9,1304.1599999999996,1154.3999999999996,1228.5000000000002,1103.9999999999998,1113.9000000000003,809.1000000000003,775.3000000000002,1076.3,862.5000000000001,696.2000000000003,1221.5000000000002,1138.7999999999995,879.5,774.3999999999997,975.85,1218.2999999999995,110150.0,127230.0,17140.399999999998,7477.000000000001,9580.5,4989.3,8604.599999999999,5889.999999999997,1930.86,1638.7500000000002,770.2899999999997,7273.0999999999985,1053.3099999999997,82797.0,74225.25,424.0,1574.35,2873.9300000000007,2395.96,2861.31,2757.569999999999,874.6599999999999
2018-04-14,1155.9499999999996,975.9,900.3000000000002,1183.6899999999996,891.3999999999997,6692.5,918.0,1052.9,954.1000000000003,917.7,1147.0100000000002,931.0,1062.7000000000003,1155.2,1005.9000000000003,857.0999999999998,839.6,941.2,940.4,802.2000000000003,1091.6000000000004,1026.6,1010.4000000000003,784.3,941.6700000000003,1043.8,92070.0,220000.0,12954.200000000004,2817.4999999999986,4163.0,2917.9,4474.3,2692.9,453.98,1108.4799999999998,18.56,2761.100000000001,146.43,85261.5,74930.25,230.0,701.39,1760.12,2274.11,2546.65,1353.57,303.24999999999994
